"","X","site","width","length","l_w_index","area","percent_area","contour_length","area_contour_ratio","position_longest_extend","position_widest_extend","length_lower_part","relative_length_lower_part","length_upper_part","relative_length_upper_part","upper_to_lower_ratio","width_left_part","relative_width_left_part","width_right_part","relative_width_right_part","left_to_right_ratio","tip_angle","MP_CM_x_offset","MP_CM_y_offset","FD","ka_cal_BP","typology","region","clust","RDA.RDA1","RDA.PC1"
"GrubKranawetberg_04_24",102,"GrubKranawetberg", 3,21, 7.0, 62,71, 48,129,4,3,11.4,54,10.0,47,0.9,2.5, 81, 1.2, 40, 2.0,49, 0.0, 0.2,1.866159,29.5,"Microgravette_point","Lower Austria",1, 0.095329229, 0.304560847
"GrubKranawetberg_04_25",103,"GrubKranawetberg", 8,27, 3.4,143,62, 64,223,4,2, 7.5,27,19.6,72,2.6,5.4, 67, 2.6, 32, 2.1,40, 0.4,-0.9,1.952500,29.5,"Microgravette_point","Lower Austria",1,-0.129771734,-0.043257967
"GrubKranawetberg_04_26",104,"GrubKranawetberg", 5,22, 4.4,102,76, 53,192,4,3, 9.3,42,13.7,62,1.5,4.2, 84, 1.6, 31, 2.7,58, 0.2,-0.2,1.916189,29.5,"Microlithic_backed_point","Lower Austria",1,-0.201360408, 0.154850706
"GrubKranawetberg_04_27",105,"GrubKranawetberg", 5,26, 5.2,100,70, 60,166,4,3,13.2,50,13.7,52,1.0,3.9, 77, 1.4, 28, 2.8,46, 0.4, 0.0,1.902380,29.5,"Oblique_retouched_microlithic_point","Lower Austria",1,-0.089349229, 0.152954155
"GrubKranawetberg_05_01",106,"GrubKranawetberg", 5,24, 4.8,102,72, 56,182,5,2, 7.0,29,17.7,73,2.5,4.4, 88, 1.0, 19, 4.5,41, 0.2,-0.7,1.968336,29.5,"Microlithic_backed_point","Lower Austria",1,-0.130109167, 0.090630042
"GrubKranawetberg_05_02",107,"GrubKranawetberg", 6,24, 4.0,108,67, 56,192,1,2, 9.4,39,15.3,63,1.6,0.9, 14, 5.4, 90, 0.2,46,-0.9,-0.6,1.987102,29.5,"Microlithic_backed_point","Lower Austria",1, 0.128111318, 0.015585300
"GrubKranawetberg_05_03",108,"GrubKranawetberg", 3,17, 5.7, 45,69, 40,112,3,3, 9.0,53, 8.8,51,1.0,1.9, 61, 1.6, 53, 1.2,49, 0.0, 0.1,1.898846,29.5,"Microlithic_backed_point","Lower Austria",1, 0.001939602, 0.345684988
"GrubKranawetberg_05_04",109,"GrubKranawetberg", 4,21, 5.2, 76,76, 48,158,2,3, 9.1,43,12.5,59,1.4,1.5, 37, 3.1, 77, 0.5,56,-0.2, 0.2,1.931757,29.5,"Microlithic_backed_point","Lower Austria",1,-0.064238411, 0.227937870
"GrubKranawetberg_05_05",110,"GrubKranawetberg", 5,24, 4.8,104,68, 58,179,4,3,12.6,52,12.3,51,1.0,4.1, 81, 1.9, 37, 2.2,54, 0.0, 0.0,1.984215,29.5,"Shouldered_point","Lower Austria",1,-0.030742896, 0.131993480
"GrubKranawetberg_05_06",111,"GrubKranawetberg", 5,18, 3.6, 66,67, 42,157,2,2, 5.9,32,12.5,69,2.1,2.0, 39, 3.2, 64, 0.6,43,-0.2,-0.6,1.958454,29.5,"Microlithic_backed_point","Lower Austria",1,-0.087092109, 0.184891767
"GrubKranawetberg_05_07",112,"GrubKranawetberg",10,30, 3.0,209,66, 73,286,1,3,15.7,52,14.4,48,0.9,1.6, 16, 8.4, 83, 0.2,57,-1.2,-0.5,1.903394,29.5,"Microlithic_backed_point","Lower Austria",1, 0.192365536,-0.223706173
"GrubKranawetberg_05_08",113,"GrubKranawetberg", 4,22, 5.5, 74,68, 51,145,3,3,11.2,51,11.1,50,1.0,2.2, 55, 2.3, 58, 0.9,48,-0.1,-0.1,1.940122,29.5,"Microlithic_backed_point","Lower Austria",1, 0.039533195, 0.209218480
"GrubKranawetberg_05_09",114,"GrubKranawetberg", 5,19, 3.8, 80,68, 46,173,3,3, 8.0,42,11.4,59,1.4,3.1, 61, 2.8, 56, 1.1,58, 0.0, 0.0,1.955614,29.5,"Symmetric_backed_point","Lower Austria",1,-0.121297247, 0.215407331
"GrubKranawetberg_05_10",115,"GrubKranawetberg", 5,19, 3.8, 84,66, 46,182,3,3, 8.5,44,11.1,58,1.3,2.5, 49, 3.3, 66, 0.7,64,-0.1,-0.1,1.966039,29.5,"Microlithic_backed_point","Lower Austria",1,-0.075707478, 0.201501018
"GrubKranawetberg_05_11",116,"GrubKranawetberg", 4,19, 4.8, 65,73, 44,147,3,3, 7.8,40,11.6,61,1.5,2.5, 61, 2.0, 49, 1.2,51, 0.0,-0.2,1.928369,29.5,"Microgravette_point","Lower Austria",1,-0.111090307, 0.241926713
"GrubKranawetberg_05_12",117,"GrubKranawetberg", 4,23, 5.8, 88,70, 54,162,2,3,11.7,50,12.2,53,1.0,1.5, 37, 3.2, 80, 0.5,54,-0.4,-0.1,1.953548,29.5,"Microgravette_point","Lower Austria",1, 0.106427803, 0.165661367
"GrubKranawetberg_06_01",118,"GrubKranawetberg", 7,40, 5.7,188,63, 91,206,2,2,13.5,33,27.4,68,2.0,2.5, 35, 4.6, 65, 0.5,30,-0.4,-0.9,2.041991,29.5,"Symmetric_backed_point","Lower Austria",1, 0.255831324,-0.258584600
"GrubKranawetberg_06_02",119,"GrubKranawetberg", 4,32, 8.0,126,73, 75,168,4,3,14.6,45,18.2,57,1.3,3.0, 74, 1.9, 48, 1.5,48,-0.2, 0.0,1.977916,29.5,"Microgravette_point","Lower Austria",1, 0.217347679, 0.040781884
"GrubKranawetberg_06_03",120,"GrubKranawetberg", 5,30, 6.0,114,71, 69,165,3,2,11.8,39,18.2,60,1.6,2.6, 52, 2.5, 49, 1.1,39,-0.2, 0.0,1.895148,29.5,"Microlithic_backed_point","Lower Austria",1, 0.118196664, 0.066522519
"GrubKranawetberg_06_04",121,"GrubKranawetberg", 5,25, 5.0,107,73, 57,187,4,2, 7.0,28,18.1,72,2.6,4.4, 87, 1.2, 24, 3.6,46, 0.2,-0.4,1.909773,29.5,"Microgravette_point","Lower Austria",1,-0.106371327, 0.114890849
"GrubKranawetberg_06_05",122,"GrubKranawetberg", 3,18, 6.0, 51,68, 43,118,4,3,10.4,57, 8.4,46,0.8,2.3, 76, 1.6, 52, 1.4,48,-0.2, 0.2,1.853874,29.5,"Microlithic_backed_point","Lower Austria",1, 0.102524486, 0.338828242
"GrubKranawetberg_06_06",123,"GrubKranawetberg", 6,35, 5.8,174,65, 79,220,2,3,17.7,50,18.2,52,1.0,1.1, 17, 5.4, 90, 0.2,40,-0.5,-0.2,1.950770,29.5,"Microlithic_backed_point","Lower Austria",1, 0.260923725,-0.088889345
"GrubKranawetberg_06_07",124,"GrubKranawetberg", 3,17, 5.7, 44,64, 40,110,4,3, 9.5,55, 7.5,44,0.8,2.8, 93, 1.1, 35, 2.7,53, 0.2, 0.2,2.048738,29.5,"Microgravette_point","Lower Austria",1,-0.024618323, 0.337351558
"GrubKranawetberg_06_08",125,"GrubKranawetberg", 3,18, 6.0, 47,67, 41,114,4,3, 9.3,51, 9.6,53,1.0,2.3, 76, 1.1, 35, 2.2,45, 0.0,-0.2,1.923959,29.5,"Microlithic_backed_point","Lower Austria",1, 0.043292052, 0.310664976
"GrubKranawetberg_06_09",126,"GrubKranawetberg", 5,24, 4.8,105,72, 57,184,4,3,10.0,41,14.9,62,1.5,4.0, 80, 1.4, 28, 2.9,49, 0.0,-0.2,1.913128,29.5,"Microlithic_backed_point","Lower Austria",1,-0.063422579, 0.128369606
"GrubKranawetberg_06_10",127,"GrubKranawetberg", 3,21, 7.0, 48,60, 47,102,3,3,10.7,50,10.5,50,1.0,1.2, 40, 1.9, 64, 0.6,37,-0.2, 0.0,1.852466,29.5,"Microgravette_point","Lower Austria",1, 0.286472114, 0.313112314
"GrubKranawetberg_06_11",128,"GrubKranawetberg", 5,22, 4.4, 91,66, 52,175,4,3,12.3,55,10.5,47,0.9,4.2, 84, 1.2, 24, 3.4,55, 0.2,-0.2,1.921377,29.5,"Flechette","Lower Austria",1,-0.074670282, 0.180948158
"GrubKranawetberg_06_12",129,"GrubKranawetberg", 7,31, 4.4,168,68, 73,230,4,3,15.4,49,16.1,52,1.0,4.6, 65, 3.0, 42, 1.5,48, 0.0,-0.4,1.956905,29.5,"Microgravette_point","Lower Austria",1,-0.016096416,-0.071962339
"GrubKranawetberg_06_13",130,"GrubKranawetberg",11,33, 3.0,284,70, 84,338,3,2,11.8,35,22.1,66,1.9,5.4, 49, 6.1, 55, 0.9,57,-0.2,-1.4,2.011266,29.5,"Microgravette_point","Lower Austria",1,-0.109196422,-0.397546493
"GrubKranawetberg_06_14",131,"GrubKranawetberg", 5,28, 5.6,115,71, 65,176,4,3,14.0,50,14.4,51,1.0,4.0, 80, 1.4, 28, 2.9,45, 0.0,-0.2,1.910329,29.5,"Shouldered_point","Lower Austria",1, 0.027536828, 0.079464786
"GrubKranawetberg_06_15",132,"GrubKranawetberg", 6,40, 6.7,179,68, 88,203,3,4,24.2,60,16.0,39,0.7,3.0, 49, 3.2, 52, 0.9,50, 0.0, 0.7,2.018809,29.5,"Microlithic_backed_point","Lower Austria",1, 0.177522534,-0.072862055
"GrubKranawetberg_06_16",133,"GrubKranawetberg", 8,22, 2.8,130,59, 56,232,3,2, 8.4,38,14.2,64,1.7,5.1, 63, 3.9, 48, 1.3,62, 0.2,-0.5,1.980488,29.5,"Microgravette_point","Lower Austria",1,-0.119079548, 0.037395064
"GrubKranawetberg_06_17",134,"GrubKranawetberg", 4,21, 5.2, 75,67, 48,156,4,3, 9.5,45,11.6,55,1.2,3.2, 78, 1.6, 39, 2.0,50, 0.2,-0.4,1.900152,29.5,"Microgravette_point","Lower Austria",1,-0.033775998, 0.225297251
"Milovice1_01_07",140,"Milovice1", 5,28, 5.6,113,74, 65,173,3,2,10.3,36,18.4,65,1.8,2.4, 47, 2.8, 55, 0.8,44,-0.2, 0.0,1.969265,29.9,"Point","Moravia",1, 0.018364688, 0.062411931
"Milovice1_02_03",141,"Milovice1", 5,16, 3.2, 60,64, 41,146,3,3, 7.4,46, 9.5,59,1.3,3.1, 62, 2.4, 47, 1.3,61,-0.1,-0.2,2.024992,29.9,"Large_Point","Moravia",1,-0.124158902, 0.223843869
"Milovice1_03_04",146,"Milovice1", 6,22, 3.7,106,68, 54,196,3,3,11.0,49,11.9,54,1.1,2.9, 47, 3.6, 59, 0.8,52,-0.2,-0.6,1.921654,29.9,"Point","Moravia",1,-0.057533137, 0.078295691
"Milovice1_03_08",149,"Milovice1", 5,24, 4.8,103,73, 55,187,3,3, 9.7,40,14.4,59,1.5,2.7, 53, 3.3, 66, 0.8,57, 0.0, 0.2,1.907221,29.9,"Point","Moravia",1,-0.075805551, 0.161805327
"Milovice1_03_09",150,"Milovice1", 6,22, 3.7, 89,65, 51,174,3,2, 8.2,37,13.9,63,1.7,3.3, 54, 2.9, 47, 1.1,48,-0.1,-0.4,1.915184,29.9,"Non_backed_microlith","Moravia",1,-0.043275322, 0.124294018
"Pavlov1_01_01",152,"Pavlov1", 5,20, 4.0, 74,67, 48,154,5,3,11.0,54, 9.8,49,0.9,4.9, 97, 0.4,  7,12.9,49, 0.5, 0.1,1.944072,30.7,"Non_backed_microlith","Moravia",1,-0.201514967, 0.231343059
"Pavlov1_01_02",153,"Pavlov1", 5,18, 3.6, 73,66, 44,165,4,3, 9.8,54, 8.4,46,0.9,4.7, 94, 0.7, 14, 6.7,51, 0.1,-0.8,1.973539,30.7,"Non_backed_microlith","Moravia",1,-0.146609791, 0.159305312
"Pavlov1_01_03",154,"Pavlov1", 4,16, 4.0, 55,70, 37,148,2,4,10.4,64, 5.9,36,0.6,1.1, 28, 3.6, 91, 0.3,80,-0.3, 0.7,1.931464,30.7,"Non_backed_microlith","Moravia",1,-0.071634378, 0.330903629
"Pavlov1_01_07",158,"Pavlov1", 5,26, 5.2,105,75, 61,172,5,2,10.3,39,16.6,63,1.6,4.8, 96, 0.6, 11, 8.1,39, 0.4,-0.4,1.892807,30.7,"Non_backed_microlith","Moravia",1,-0.151511700, 0.095863044
"Pavlov1_01_08",159,"Pavlov1", 4,18, 4.5, 65,76, 42,154,5,4,11.1,61, 7.1,39,0.6,4.2,104, 0.5, 12, 8.6,64, 0.2, 0.1,1.926841,30.7,"Non_backed_microlith","Moravia",1,-0.220566929, 0.267967346
"Pavlov1_02_04",163,"Pavlov1", 5,16, 3.2, 63,70, 41,153,5,2, 5.8,36,10.8,67,1.9,4.5, 89, 0.6, 12, 6.9,60, 0.3, 0.1,1.987377,30.7,"Backed_implements","Moravia",1,-0.282535596, 0.254689880
"Pavlov1_05_01",165,"Pavlov1", 6,30, 5.0,145,71, 69,210,4,3,15.7,52,14.4,47,0.9,4.7, 77, 1.8, 30, 2.5,49, 0.1,-0.6,1.999745,30.7,"Non_backed_microlith","Moravia",1,-0.056394144,-0.051727196
"Pavlov1_05_02",166,"Pavlov1", 5,20, 4.0, 80,65, 51,156,1,3,11.1,55, 9.2,46,0.8,1.1, 21, 4.7, 94, 0.2,54,-0.4, 0.1,1.909579,30.7,"Non_backed_microlith","Moravia",1, 0.048687700, 0.186406061
"Pavlov1_05_03",167,"Pavlov1", 5,19, 3.8, 76,66, 46,165,4,3, 9.5,50,10.1,53,1.1,4.4, 87, 1.2, 24, 3.6,56, 0.3, 0.2,1.909262,30.7,"Non_backed_microlith","Moravia",1,-0.150427239, 0.249652915
"Pavlov1_05_04",168,"Pavlov1", 5,18, 3.6, 74,70, 44,168,4,2, 7.1,39,11.5,64,1.6,4.3, 85, 1.1, 21, 4.0,53, 0.3,-0.2,1.900059,30.7,"Non_backed_microlith","Moravia",1,-0.220416065, 0.225846869
"Pavlov1_05_05",169,"Pavlov1", 5,20, 4.0, 88,71, 49,179,1,3,10.8,54, 9.2,46,0.9,0.7, 13, 5.2,103, 0.1,62,-0.5,-0.1,1.914012,30.7,"Non_backed_microlith","Moravia",1,-0.010904798, 0.155122708
"Pavlov1_05_06",170,"Pavlov1", 5,19, 3.8, 79,68, 46,171,4,3, 9.3,49,10.2,53,1.1,4.4, 87, 1.3, 25, 3.4,63, 0.5,-0.2,1.908353,30.7,"Non_backed_microlith","Moravia",1,-0.224345295, 0.223158281
"Pavlov1_05_07",171,"Pavlov1", 4,19, 4.8, 68,71, 44,154,5,3,10.5,55, 8.7,45,0.8,4.3,106, 0.5, 13, 8.0,58, 0.3,-0.1,1.887087,30.7,"Non_backed_microlith","Moravia",1,-0.142263489, 0.263165050
"Pavlov1_05_08",172,"Pavlov1", 7,22, 3.1,117,73, 55,212,2,4,15.2,69, 7.4,33,0.5,1.5, 21, 5.6, 79, 0.3,88,-0.5, 0.5,1.937017,30.7,"Non_backed_microlith","Moravia",1,-0.095900876, 0.090132550
"Pavlov1_05_09",173,"Pavlov1", 4,16, 4.0, 55,64, 39,141,5,3, 8.9,55, 7.3,45,0.8,4.4,110, 0.4,  9,11.6,69, 0.2, 0.5,2.019929,30.7,"Non_backed_microlith","Moravia",1,-0.134980971, 0.324046332
"Pavlov1_05_10",174,"Pavlov1", 4,15, 3.8, 57,67, 41,139,1,3, 8.5,56, 7.5,49,0.9,0.5, 11, 4.3,106, 0.1,75,-0.2, 0.5,2.017028,30.7,"Non_backed_microlith","Moravia",1,-0.093365881, 0.298079354
"Pavlov1_05_11",175,"Pavlov1", 5,17, 3.4, 67,70, 42,159,5,2, 5.6,33,12.1,71,2.1,4.8, 96, 0.3,  6,15.8,45, 0.3,-0.6,2.045314,30.7,"Non_backed_microlith","Moravia",1,-0.285054029, 0.175328868
"Pavlov1_05_13",177,"Pavlov1", 6,21, 3.5, 98,67, 52,188,4,3,10.5,50,11.4,54,1.1,4.9, 81, 1.4, 22, 3.6,56, 0.4,-0.2,1.925727,30.7,"Non_backed_microlith","Moravia",1,-0.203139204, 0.147344227
"Pavlov1_05_14",178,"Pavlov1", 7,23, 3.3,115,68, 57,201,5,3,12.1,52,11.3,49,0.9,5.7, 81, 1.4, 19, 4.2,61, 0.4,-0.2,1.940085,30.7,"Non_backed_microlith","Moravia",1,-0.225246563, 0.078076469
"Pavlov1_05_15",179,"Pavlov1", 5,23, 4.6, 89,68, 53,167,5,3,12.7,55,11.0,47,0.9,4.9, 97, 0.5,  9,10.7,43, 0.5,-0.6,1.897830,30.7,"Non_backed_microlith","Moravia",1,-0.147105874, 0.145897590
"Pavlov1_05_16",180,"Pavlov1", 8,23, 2.9,132,70, 57,231,5,3,10.9,47,12.4,54,1.1,7.0, 87, 1.0, 12, 7.1,59, 0.7,-0.2,1.961355,30.7,"Non_backed_microlith","Moravia",1,-0.359584606, 0.046898694
"Pavlov1_05_17",181,"Pavlov1", 5,15, 3.0, 60,72, 38,157,4,2, 4.7,31,10.7,71,2.3,3.5, 70, 1.6, 32, 2.2,67, 0.2,-0.2,2.015449,30.7,"Non_backed_microlith","Moravia",1,-0.315569705, 0.231977489
"Pavlov1_05_18",182,"Pavlov1", 5,17, 3.4, 79,73, 42,188,4,2, 6.3,37,11.2,66,1.8,4.7, 94, 1.2, 24, 3.9,61, 0.2,-0.2,2.045508,30.7,"Non_backed_microlith","Moravia",1,-0.299205272, 0.189349253
"Pavlov1_05_21",185,"Pavlov1", 5,19, 3.8, 70,60, 46,152,4,2, 7.3,38,12.1,63,1.7,4.6, 91, 0.8, 16, 5.5,53, 0.5,-0.2,1.914185,30.7,"Non_backed_microlith","Moravia",1,-0.122341386, 0.241417828
"Pavlov1_05_23",187,"Pavlov1", 5,20, 4.0, 81,72, 49,165,4,3, 8.2,41,12.4,61,1.5,3.7, 73, 1.5, 29, 2.5,50, 0.2,-0.2,1.892924,30.7,"Non_backed_microlith","Moravia",1,-0.180881847, 0.189208073
"Pavlov1_05_24",188,"Pavlov1", 5,20, 4.0, 88,72, 50,176,2,4,14.6,72, 6.4,32,0.4,1.4, 27, 4.2, 83, 0.3,99,-0.3, 0.6,1.903982,30.7,"Non_backed_microlith","Moravia",1,-0.063096491, 0.217467732
"Pavlov1_05_25",189,"Pavlov1", 6,19, 3.2, 74,60, 46,160,4,2, 6.4,33,12.6,66,2.0,4.0, 67, 2.0, 33, 2.0,54, 0.5,-0.5,1.922950,30.7,"Non_backed_microlith","Moravia",1,-0.170954472, 0.184982245
"Pavlov1_05_26",190,"Pavlov1", 5,19, 3.8, 81,73, 46,176,2,4,13.0,68, 6.6,34,0.5,1.2, 24, 4.4, 88, 0.3,79,-0.5, 0.5,1.901506,30.7,"Non_backed_microlith","Moravia",1,-0.051237831, 0.219727189
"Pavlov1_06_01",191,"Pavlov1", 6,20, 3.3, 97,74, 48,202,4,2, 7.4,36,12.9,64,1.8,4.3, 70, 2.2, 36, 1.9,57, 0.2,-0.1,1.952019,30.7,"Non_backed_microlith","Moravia",1,-0.276933321, 0.144081083
"Pavlov1_06_02",192,"Pavlov1", 5,21, 4.2, 86,65, 52,165,5,2, 6.3,29,15.3,72,2.4,5.3,105, 0.5, 10,10.2,43, 0.6,-0.8,1.935973,30.7,"Non_backed_microlith","Moravia",1,-0.178136039, 0.147387150
"Pavlov1_06_03",193,"Pavlov1", 6,26, 4.3,117,69, 60,195,4,2, 7.5,28,18.6,71,2.5,5.0, 82, 1.3, 21, 3.8,45, 0.5,-0.6,1.947524,30.7,"Non_backed_microlith","Moravia",1,-0.179880381, 0.049176214
"Pavlov1_06_07",196,"Pavlov1", 6,20, 3.3,103,76, 50,206,5,2, 7.3,36,13.5,67,1.9,5.5, 91, 0.6,  9, 9.4,61, 0.3, 0.0,1.949614,30.7,"Non_backed_microlith","Moravia",1,-0.322198884, 0.144568410
"Pavlov1_07_01",197,"Pavlov1", 5,20, 4.0, 78,65, 49,159,4,3, 8.7,43,11.7,58,1.3,3.9, 78, 1.4, 28, 2.8,42, 0.0,-0.9,1.902195,30.7,"Non_backed_microlith","Moravia",1,-0.049252428, 0.136737269
"Pavlov1_07_02",198,"Pavlov1", 5,25, 5.0,103,70, 60,171,4,2, 8.3,33,17.0,68,2.0,3.9, 77, 1.8, 36, 2.1,40, 0.2,-0.9,1.897842,30.7,"Backed_implements","Moravia",1,-0.061586272, 0.064360109
"Pavlov1_08_01",201,"Pavlov1", 5,15, 3.0, 59,66, 39,151,5,3, 8.3,55, 7.1,47,0.9,5.4,108, 0.1,  1,62.5,55, 0.5,-0.1,1.979943,30.7,"Non_backed_microlith","Moravia",1,-0.295166130, 0.271704583
"Pavlov1_08_02",202,"Pavlov1", 5,15, 3.0, 61,74, 38,160,5,4,10.0,66, 5.6,37,0.6,4.4, 88, 0.8, 15, 5.7,78, 0.4,-0.1,1.983949,30.7,"Non_backed_microlith","Moravia",1,-0.378179120, 0.253028835
"Pavlov1_08_03",203,"Pavlov1", 5,17, 3.4, 65,69, 42,154,5,2, 6.7,39,11.0,64,1.6,4.3, 86, 1.0, 19, 4.5,53, 0.4,-0.2,1.984030,30.7,"Non_backed_microlith","Moravia",1,-0.275252518, 0.229145781
"Pavlov1_09_01",206,"Pavlov1", 4,20, 5.0, 69,68, 47,146,5,2, 6.7,33,13.6,67,2.0,4.1,102, 0.8, 19, 5.3,43, 0.3,-0.3,1.972444,30.7,"Non_backed_microlith","Moravia",1,-0.109188402, 0.217712343
"Petrkovice1a_01_04",211,"Petrkovice1a",13,38, 2.9,379,73, 94,403,3,2, 8.7,22,29.5,77,3.4,7.4, 57, 5.6, 43, 1.3,57, 0.2,-1.8,1.967458,27.5,"Bilaterally_retouched_pointed_blade","Moravia",1,-0.217411934,-0.549786660
"Petrkovice1a_01_10",212,"Petrkovice1a", 5,35, 7.0,149,70, 77,193,5,2,10.0,28,25.1,71,2.5,4.7, 94, 0.9, 17, 5.5,34, 0.0,-0.6,1.930277,27.5,"Bilaterally_retouched_pointed_blade","Moravia",1, 0.164732868,-0.026175857
"Petrkovice1a_01_11",213,"Petrkovice1a", 4,21, 5.2, 68,66, 50,136,3,2, 7.6,36,14.1,67,1.8,2.6, 64, 2.0, 51, 1.3,35, 0.0,-0.9,1.961737,27.5,"Microgravette_point","Moravia",1, 0.008143069, 0.183607077
"Petrkovice1a_01_13",214,"Petrkovice1a", 5,32, 6.4,134,68, 76,176,4,2,11.3,35,21.6,67,1.9,4.4, 88, 1.1, 21, 4.1,30, 0.3,-1.3,1.928712,27.5,"Bilaterally_retouched_pointed_blade","Moravia",1, 0.067798164,-0.033819843
"Petrkovice1a_01_14",215,"Petrkovice1a", 4,28, 7.0,105,62, 65,161,4,2,10.5,37,18.4,65,1.7,4.2,104, 0.6, 16, 6.5,28, 0.1,-1.6,1.849626,27.5,"Microgravette_point","Moravia",1, 0.229325045, 0.065686508
"Petrkovice1a_01_16",216,"Petrkovice1a", 4,31, 7.8,107,57, 72,148,5,2, 7.7,24,24.1,77,3.1,4.6,115, 0.2,  5,21.5,25,-0.2,-0.9,1.924737,27.5,"Saw","Moravia",1, 0.416423424, 0.059321680
"Predmosti1b_01_07",219,"Predmosti1b", 7,34, 4.9,186,67, 82,226,3,1, 6.4,18,27.9,81,4.4,3.1, 44, 4.4, 62, 0.7,32,-0.5,-2.1,1.880010,30.9,"Gravette_point","Moravia",1, 0.185145483,-0.278760971
"Predmosti1b_01_08",220,"Predmosti1b", 6,27, 4.5,114,66, 62,183,5,2, 9.5,35,17.9,66,1.9,5.9, 97, 0.2,  4,23.5,34, 0.5,-0.8,1.980805,30.9,"Awl","Moravia",1,-0.132500233, 0.019116930
"Predmosti1b_01_09",221,"Predmosti1b", 7,42, 6.0,227,70, 98,231,3,3,20.4,48,22.1,52,1.1,3.4, 48, 4.0, 57, 0.8,39,-0.2,-0.8,1.939933,30.9,"Awl","Moravia",1, 0.185743669,-0.298874915
"Predmosti1b_01_10",222,"Predmosti1b", 9,41, 4.6,303,72, 95,318,3,2,16.5,40,25.2,61,1.5,4.8, 52, 4.9, 54, 1.0,48,-0.2,-1.0,1.914586,30.9,"Gravette_point","Moravia",1, 0.055401710,-0.398141075
"Predmosti1b_01_14",223,"Predmosti1b",12,37, 3.1,288,60, 92,313,3,3,22.1,59,15.4,41,0.7,7.0, 58, 5.1, 42, 1.4,54, 0.6,-0.8,1.931984,30.9,"Gravette_point","Moravia",1,-0.113483780,-0.366331523
"Predmosti1b_01_15",224,"Predmosti1b", 7,39, 5.6,227,72, 87,260,4,2,13.8,35,25.2,64,1.8,5.5, 78, 2.4, 33, 2.3,36, 0.1,-1.2,1.954651,30.9,"Gravette_point","Moravia",1, 0.031453084,-0.272673727
"Predmosti1b_01_17",226,"Predmosti1b", 9,45, 5.0,312,70,107,291,3,3,24.0,53,21.4,47,0.9,5.6, 62, 4.0, 44, 1.4,47, 0.1,-1.0,1.903646,30.9,"Awl","Moravia",1, 0.072091227,-0.441302170
"Predmosti1b_01_19",227,"Predmosti1b",10,34, 3.4,224,63, 79,283,3,2,11.8,34,22.4,65,1.9,5.8, 57, 4.5, 45, 1.3,44, 0.0,-1.0,1.921111,30.9,"Gravette_point","Moravia",1,-0.007100639,-0.267722623
"Predmosti1b_01_20",228,"Predmosti1b", 9,45, 5.0,286,69,102,280,3,3,22.8,50,22.6,50,1.0,5.0, 55, 4.0, 44, 1.2,43, 0.4,-0.6,1.970227,30.9,"Awl","Moravia",1,-0.010088801,-0.379845357
"Predmosti1b_01_21",229,"Predmosti1b", 9,39, 4.3,284,71, 90,315,3,2,11.8,30,27.8,71,2.4,4.8, 52, 5.1, 56, 0.9,43,-0.4,-1.8,1.919325,30.9,"Awl","Moravia",1, 0.076796014,-0.432951148
"Predmosti1b_01_22",230,"Predmosti1b",11,34, 3.1,261,65, 81,322,3,2,13.4,39,20.8,61,1.6,5.8, 52, 5.8, 52, 1.0,50, 0.0,-1.2,1.917636,30.9,"Microlith","Moravia",1,-0.055933672,-0.340264487
"Predmosti1b_01_23",231,"Predmosti1b", 8,44, 5.5,310,76,103,300,3,2,13.1,29,31.4,71,2.4,4.2, 53, 4.4, 54, 1.0,48,-0.1,-0.6,1.973834,30.9,"Microgravette_point","Moravia",1, 0.050348511,-0.400117751
"Willendorf5_01_01",232,"Willendorf5", 4,30, 7.5,100,71, 66,151,4,2,11.4,37,18.6,62,1.6,3.4, 86, 0.7, 17, 5.0,35, 0.1,-0.3,1.919226,31.5,"Microgravette_point","Lower Austria",1, 0.137926727, 0.079492582
"Willendorf5_01_03",233,"Willendorf5", 4,15, 3.8, 48,72, 36,133,2,3, 6.9,45, 8.8,58,1.3,1.4, 34, 2.8, 68, 0.5,62,-0.3, 0.0,1.971238,31.5,"Microgravette_point","Lower Austria",1,-0.130191492, 0.266685894
"Willendorf5_01_05",234,"Willendorf5", 5,25, 5.0,104,69, 60,173,5,3,11.9,47,13.8,55,1.2,5.0,100, 0.5, 10, 9.7,45, 0.4,-0.9,1.887632,31.5,"Microgravette_point","Lower Austria",1,-0.092162346, 0.069138506
"Willendorf5_01_06",235,"Willendorf5", 3,17, 5.7, 52,80, 43,120,3,3, 8.4,49, 9.5,55,1.1,1.6, 51, 2.0, 66, 0.8,51,-0.1,-0.6,1.952356,31.5,"Microlith","Lower Austria",1,-0.132032997, 0.218430901
"Willendorf5_01_07",236,"Willendorf5", 3,14, 4.7, 38,69, 33,115,4,3, 6.6,46, 8.1,57,1.2,2.9, 97, 0.5, 17, 5.7,53, 0.1, 0.0,1.959547,31.5,"Microgravette_point","Lower Austria",1,-0.124962055, 0.345651075
"Willendorf5_01_08",237,"Willendorf5", 4,25, 6.2, 88,73, 58,151,3,3,11.6,46,13.8,55,1.2,2.0, 49, 2.7, 66, 0.7,39,-0.2,-0.6,1.930835,31.5,"Microgravette_point","Lower Austria",1, 0.064412914, 0.091507293
