"","X","site","width","length","l_w_index","area","percent_area","contour_length","area_contour_ratio","position_longest_extend","position_widest_extend","length_lower_part","relative_length_lower_part","length_upper_part","relative_length_upper_part","upper_to_lower_ratio","width_left_part","relative_width_left_part","width_right_part","relative_width_right_part","left_to_right_ratio","tip_angle","MP_CM_x_offset","MP_CM_y_offset","FD","ka_cal_BP","typology","region","clust","RDA.RDA1","RDA.PC1"
"Pavlov1_06_01",191,"Pavlov1", 6,20, 3.3,  97,74, 48,202,4,2, 7.4,36,12.9,64,1.8, 4.3, 70, 2.2, 36,  1.9, 57, 0.2,-0.1,1.952019,30.7,"Non_backed_microlith","Moravia",1, 0.268328986, 0.154792406
"Pavlov1_06_02",192,"Pavlov1", 5,21, 4.2,  86,65, 52,165,5,2, 6.3,29,15.3,72,2.4, 5.3,105, 0.5, 10, 10.2, 43, 0.6,-0.8,1.935973,30.7,"Non_backed_microlith","Moravia",1, 0.135559609, 0.149935973
"Pavlov1_06_03",193,"Pavlov1", 6,26, 4.3, 117,69, 60,195,4,2, 7.5,28,18.6,71,2.5, 5.0, 82, 1.3, 21,  3.8, 45, 0.5,-0.6,1.947524,30.7,"Non_backed_microlith","Moravia",1, 0.146100029, 0.080339065
"Pavlov1_06_04",194,"Pavlov1", 7,26, 3.7, 143,71, 62,230,2,3,11.6,44,15.1,58,1.3, 2.1, 30, 5.0, 71,  0.4, 59,-0.3,-0.5,1.974235,30.7,"Non_backed_microlith","Moravia",2, 0.102482478, 0.029928291
"Pavlov1_06_05",195,"Pavlov1", 6,22, 3.7, 111,75, 54,205,1,4,15.9,72, 6.8,31,0.4, 0.9, 15, 5.5, 92,  0.2, 90,-0.5, 0.6,1.948739,30.7,"Non_backed_microlith","Moravia",2, 0.146637469, 0.154104407
"Pavlov1_06_07",196,"Pavlov1", 6,20, 3.3, 103,76, 50,206,5,2, 7.3,36,13.5,67,1.9, 5.5, 91, 0.6,  9,  9.4, 61, 0.3, 0.0,1.949614,30.7,"Non_backed_microlith","Moravia",1, 0.305135207, 0.153019688
"Pavlov1_07_01",197,"Pavlov1", 5,20, 4.0,  78,65, 49,159,4,3, 8.7,43,11.7,58,1.3, 3.9, 78, 1.4, 28,  2.8, 42, 0.0,-0.9,1.902195,30.7,"Non_backed_microlith","Moravia",1, 0.059725499, 0.141962865
"Pavlov1_07_02",198,"Pavlov1", 5,25, 5.0, 103,70, 60,171,4,2, 8.3,33,17.0,68,2.0, 3.9, 77, 1.8, 36,  2.1, 40, 0.2,-0.9,1.897842,30.7,"Backed_implements","Moravia",1, 0.052032183, 0.083236698
"Pavlov1_07_04",199,"Pavlov1", 7,40, 5.7, 219,70, 92,238,4,4,25.4,63,15.0,37,0.6, 5.1, 73, 2.0, 28,  2.6, 47, 0.2,-0.9,1.896249,30.7,"Non_backed_microlith","Moravia",2,-0.070033487,-0.139358637
"Pavlov1_07_05",200,"Pavlov1", 6,42, 7.0, 216,83,102,211,3,3,22.5,53,19.8,47,0.9, 2.4, 40, 3.9, 64,  0.6, 48, 0.2,-0.7,1.865032,30.7,"Non_backed_microlith","Moravia",2,-0.027568805,-0.158059836
"Pavlov1_08_01",201,"Pavlov1", 5,15, 3.0,  59,66, 39,151,5,3, 8.3,55, 7.1,47,0.9, 5.4,108, 0.1,  1, 62.5, 55, 0.5,-0.1,1.979943,30.7,"Non_backed_microlith","Moravia",1, 0.265766872, 0.254687268
"Pavlov1_08_02",202,"Pavlov1", 5,15, 3.0,  61,74, 38,160,5,4,10.0,66, 5.6,37,0.6, 4.4, 88, 0.8, 15,  5.7, 78, 0.4,-0.1,1.983949,30.7,"Non_backed_microlith","Moravia",1, 0.348935485, 0.239264459
"Pavlov1_08_03",203,"Pavlov1", 5,17, 3.4,  65,69, 42,154,5,2, 6.7,39,11.0,64,1.6, 4.3, 86, 1.0, 19,  4.5, 53, 0.4,-0.2,1.984030,30.7,"Non_backed_microlith","Moravia",1, 0.250354894, 0.223747371
"Pavlov1_08_04",204,"Pavlov1", 5,19, 3.8,  73,66, 46,158,2,2, 7.4,38,11.7,61,1.6, 1.3, 26, 3.9, 77,  0.3, 48,-0.2,-0.4,1.992925,30.7,"Non_backed_microlith","Moravia",2, 0.089759276, 0.183651341
"Pavlov1_08_05",205,"Pavlov1", 5,18, 3.6,  73,63, 45,162,1,3, 9.6,53, 9.0,50,0.9, 0.2,  4, 5.6,111,  0.0, 59,-0.5, 0.3,2.009694,30.7,"Non_backed_microlith","Moravia",2, 0.040347044, 0.233252669
"Pavlov1_09_01",206,"Pavlov1", 4,20, 5.0,  69,68, 47,146,5,2, 6.7,33,13.6,67,2.0, 4.1,102, 0.8, 19,  5.3, 43, 0.3,-0.3,1.972444,30.7,"Non_backed_microlith","Moravia",1, 0.093026379, 0.215509712
"Pavlov1_09_02",207,"Pavlov1", 6,24, 4.0, 118,68, 60,196,5,2, 6.7,27,18.0,75,2.7, 5.8, 97, 0.6, 10,  9.6, 44, 0.3,-1.0,1.913648,30.7,"Bilaterally_retouched_pointed_blade","Moravia",2, 0.118947924, 0.059456868
"Pavlov1_09_03",208,"Pavlov1", 6,26, 4.3, 131,65, 63,207,5,2, 8.3,31,18.2,70,2.2, 6.9,115, 0.0,  0,160.0, 42, 0.3,-0.9,1.926091,30.7,"Bilaterally_retouched_pointed_blade","Moravia",2, 0.057386298, 0.051984106
"Petrkovice1a_01_02",209,"Petrkovice1a",15,51, 3.4, 579,69,121,478,3,3,26.0,51,25.2,49,1.0, 7.5, 50, 7.8, 52,  1.0, 60,-0.2,-1.0,2.018760,27.5,"Shouldered_point","Moravia",2,-0.009249709,-0.526211142
"Petrkovice1a_01_03",210,"Petrkovice1a",16,58, 3.6, 692,67,139,497,3,3,26.2,45,32.2,55,1.2, 7.4, 46, 9.4, 58,  0.8, 54, 0.5,-0.6,1.910083,27.5,"Point","Moravia",2,-0.005168321,-0.619887585
"Petrkovice1a_01_04",211,"Petrkovice1a",13,38, 2.9, 379,73, 94,403,3,2, 8.7,22,29.5,77,3.4, 7.4, 57, 5.6, 43,  1.3, 57, 0.2,-1.8,1.967458,27.5,"Bilaterally_retouched_pointed_blade","Moravia",1, 0.174607598,-0.344893046
"Petrkovice1a_01_10",212,"Petrkovice1a", 5,35, 7.0, 149,70, 77,193,5,2,10.0,28,25.1,71,2.5, 4.7, 94, 0.9, 17,  5.5, 34, 0.0,-0.6,1.930277,27.5,"Bilaterally_retouched_pointed_blade","Moravia",1,-0.151422701, 0.039599820
"Petrkovice1a_01_11",213,"Petrkovice1a", 4,21, 5.2,  68,66, 50,136,3,2, 7.6,36,14.1,67,1.8, 2.6, 64, 2.0, 51,  1.3, 35, 0.0,-0.9,1.961737,27.5,"Microgravette_point","Moravia",1,-0.003536727, 0.199975203
"Petrkovice1a_01_13",214,"Petrkovice1a", 5,32, 6.4, 134,68, 76,176,4,2,11.3,35,21.6,67,1.9, 4.4, 88, 1.1, 21,  4.1, 30, 0.3,-1.3,1.928712,27.5,"Bilaterally_retouched_pointed_blade","Moravia",1,-0.088983780, 0.026463496
"Petrkovice1a_01_14",215,"Petrkovice1a", 4,28, 7.0, 105,62, 65,161,4,2,10.5,37,18.4,65,1.7, 4.2,104, 0.6, 16,  6.5, 28, 0.1,-1.6,1.849626,27.5,"Microgravette_point","Moravia",1,-0.232900670, 0.086781307
"Petrkovice1a_01_16",216,"Petrkovice1a", 4,31, 7.8, 107,57, 72,148,5,2, 7.7,24,24.1,77,3.1, 4.6,115, 0.2,  5, 21.5, 25,-0.2,-0.9,1.924737,27.5,"Saw","Moravia",1,-0.381787914, 0.108625055
"Predmosti1b_01_02",217,"Predmosti1b",14,63, 4.5, 648,68,151,429,3,3,30.8,48,33.1,52,1.1, 7.2, 51, 7.1, 50,  1.0, 48, 0.1,-0.8,1.863909,30.9,"Awl","Moravia",2,-0.153574945,-0.674911889
"Predmosti1b_01_06",218,"Predmosti1b",19,76, 4.0,1030,68,176,585,3,2,25.0,32,51.8,68,2.1,11.0, 57, 8.1, 42,  1.4, 39, 0.2,-3.2,1.902500,30.9,"Point_on_curved_axis","Moravia",2,-0.186923540,-1.176934763
"Predmosti1b_01_07",219,"Predmosti1b", 7,34, 4.9, 186,67, 82,226,3,1, 6.4,18,27.9,81,4.4, 3.1, 44, 4.4, 62,  0.7, 32,-0.5,-2.1,1.880010,30.9,"Gravette_point","Moravia",1,-0.141941697,-0.167604572
"Predmosti1b_01_08",220,"Predmosti1b", 6,27, 4.5, 114,66, 62,183,5,2, 9.5,35,17.9,66,1.9, 5.9, 97, 0.2,  4, 23.5, 34, 0.5,-0.8,1.980805,30.9,"Awl","Moravia",1, 0.096981425, 0.065268382
"Predmosti1b_01_09",221,"Predmosti1b", 7,42, 6.0, 227,70, 98,231,3,3,20.4,48,22.1,52,1.1, 3.4, 48, 4.0, 57,  0.8, 39,-0.2,-0.8,1.939933,30.9,"Awl","Moravia",1,-0.149123340,-0.167008533
"Predmosti1b_01_10",222,"Predmosti1b", 9,41, 4.6, 303,72, 95,318,3,2,16.5,40,25.2,61,1.5, 4.8, 52, 4.9, 54,  1.0, 48,-0.2,-1.0,1.914586,30.9,"Gravette_point","Moravia",1,-0.028924648,-0.245439796
"Predmosti1b_01_14",223,"Predmosti1b",12,37, 3.1, 288,60, 92,313,3,3,22.1,59,15.4,41,0.7, 7.0, 58, 5.1, 42,  1.4, 54, 0.6,-0.8,1.931984,30.9,"Gravette_point","Moravia",1, 0.072186853,-0.226842906
"Predmosti1b_01_15",224,"Predmosti1b", 7,39, 5.6, 227,72, 87,260,4,2,13.8,35,25.2,64,1.8, 5.5, 78, 2.4, 33,  2.3, 36, 0.1,-1.2,1.954651,30.9,"Gravette_point","Moravia",1,-0.035895645,-0.150830511
"Predmosti1b_01_16",225,"Predmosti1b",15,56, 3.7, 632,71,132,478,4,2,22.1,39,34.8,62,1.6, 9.1, 60, 6.0, 40,  1.5, 49,-0.1,-1.5,1.986386,30.9,"Notched_piece","Moravia",2,-0.030910586,-0.664648498
"Predmosti1b_01_17",226,"Predmosti1b", 9,45, 5.0, 312,70,107,291,3,3,24.0,53,21.4,47,0.9, 5.6, 62, 4.0, 44,  1.4, 47, 0.1,-1.0,1.903646,30.9,"Awl","Moravia",1,-0.063035465,-0.282975091
"Predmosti1b_01_19",227,"Predmosti1b",10,34, 3.4, 224,63, 79,283,3,2,11.8,34,22.4,65,1.9, 5.8, 57, 4.5, 45,  1.3, 44, 0.0,-1.0,1.921111,30.9,"Gravette_point","Moravia",1, 0.015949580,-0.151578968
"Predmosti1b_01_20",228,"Predmosti1b", 9,45, 5.0, 286,69,102,280,3,3,22.8,50,22.6,50,1.0, 5.0, 55, 4.0, 44,  1.2, 43, 0.4,-0.6,1.970227,30.9,"Awl","Moravia",1,-0.005612717,-0.226083071
"Predmosti1b_01_21",229,"Predmosti1b", 9,39, 4.3, 284,71, 90,315,3,2,11.8,30,27.8,71,2.4, 4.8, 52, 5.1, 56,  0.9, 43,-0.4,-1.8,1.919325,30.9,"Awl","Moravia",1,-0.046121273,-0.271483682
"Predmosti1b_01_22",230,"Predmosti1b",11,34, 3.1, 261,65, 81,322,3,2,13.4,39,20.8,61,1.6, 5.8, 52, 5.8, 52,  1.0, 50, 0.0,-1.2,1.917636,30.9,"Microlith","Moravia",1, 0.055883538,-0.206785503
"Predmosti1b_01_23",231,"Predmosti1b", 8,44, 5.5, 310,76,103,300,3,2,13.1,29,31.4,71,2.4, 4.2, 53, 4.4, 54,  1.0, 48,-0.1,-0.6,1.973834,30.9,"Microgravette_point","Moravia",1,-0.028679295,-0.233773551
"Willendorf5_01_01",232,"Willendorf5", 4,30, 7.5, 100,71, 66,151,4,2,11.4,37,18.6,62,1.6, 3.4, 86, 0.7, 17,  5.0, 35, 0.1,-0.3,1.919226,31.5,"Microgravette_point","Lower Austria",1,-0.135102016, 0.101166559
"Willendorf5_01_03",233,"Willendorf5", 4,15, 3.8,  48,72, 36,133,2,3, 6.9,45, 8.8,58,1.3, 1.4, 34, 2.8, 68,  0.5, 62,-0.3, 0.0,1.971238,31.5,"Microgravette_point","Lower Austria",1, 0.166844461, 0.255827340
"Willendorf5_01_05",234,"Willendorf5", 5,25, 5.0, 104,69, 60,173,5,3,11.9,47,13.8,55,1.2, 5.0,100, 0.5, 10,  9.7, 45, 0.4,-0.9,1.887632,31.5,"Microgravette_point","Lower Austria",1, 0.066562101, 0.079810958
"Willendorf5_01_06",235,"Willendorf5", 3,17, 5.7,  52,80, 43,120,3,3, 8.4,49, 9.5,55,1.1, 1.6, 51, 2.0, 66,  0.8, 51,-0.1,-0.6,1.952356,31.5,"Microlith","Lower Austria",1, 0.132321096, 0.207779864
"Willendorf5_01_07",236,"Willendorf5", 3,14, 4.7,  38,69, 33,115,4,3, 6.6,46, 8.1,57,1.2, 2.9, 97, 0.5, 17,  5.7, 53, 0.1, 0.0,1.959547,31.5,"Microgravette_point","Lower Austria",1, 0.127293266, 0.308448733
"Willendorf5_01_08",237,"Willendorf5", 4,25, 6.2,  88,73, 58,151,3,3,11.6,46,13.8,55,1.2, 2.0, 49, 2.7, 66,  0.7, 39,-0.2,-0.6,1.930835,31.5,"Microgravette_point","Lower Austria",1,-0.042078911, 0.114143487
"Willendorf5_01_09",238,"Willendorf5", 3,22, 7.3,  51,73, 49,104,4,2, 7.8,35,14.6,66,1.9, 2.2, 71, 0.9, 28,  2.5, 31, 0.0,-0.4,1.865437,31.5,"Double_backed_point","Lower Austria",1,-0.087089861, 0.199588365
"Willendorf5_01_10",239,"Willendorf5", 4,17, 4.2,  59,68, 40,147,4,3, 7.4,43, 9.9,58,1.3, 3.7, 92, 1.0, 25,  3.6, 54, 0.3,-0.2,2.005379,31.5,"Microlith","Lower Austria",1, 0.173578233, 0.245067088
"Willendorf5_01_11",240,"Willendorf5", 3,17, 5.7,  57,77, 41,139,3,3, 9.7,57, 8.1,47,0.8, 2.2, 74, 1.7, 57,  1.3, 60, 0.0,-0.2,1.975674,31.5,"Microgravette_point","Lower Austria",1, 0.122917548, 0.244300135
"Willendorf5_01_12",241,"Willendorf5", 3,18, 6.0,  57,75, 41,139,3,4,11.3,62, 7.4,41,0.7, 2.2, 74, 1.6, 54,  1.4, 54, 0.1,-0.2,1.971086,31.5,"Microlith","Lower Austria",1, 0.088574570, 0.246194412
"Willendorf5_01_14",242,"Willendorf5", 5,26, 5.2, 113,74, 60,188,4,3,13.4,51,13.1,50,1.0, 3.9, 77, 1.4, 27,  2.8, 54, 0.3,-0.3,1.877116,31.5,"Microgravette_point","Lower Austria",1, 0.099541761, 0.097826145
"Willendorf5_01_15",243,"Willendorf5", 3,24, 8.0,  66,79, 54,122,3,3,10.4,43,14.1,58,1.4, 1.4, 45, 2.0, 66,  0.7, 33,-0.2,-0.7,1.872381,31.5,"Microlith","Lower Austria",1,-0.106227532, 0.141992457
"Willendorf5_01_16",244,"Willendorf5", 5,29, 5.8, 111,68, 66,168,5,3,16.6,57,12.8,43,0.8, 5.0,100, 0.2,  3, 29.0, 44, 0.3, 0.0,1.951530,31.5,"Microgravette_point","Lower Austria",1,-0.007517634, 0.106255150
"Willendorf5_01_18",245,"Willendorf5", 4,28, 7.0, 109,73, 63,173,4,3,17.0,60,11.7,41,0.7, 3.8, 94, 1.1, 28,  3.4, 49, 0.3, 0.0,1.939342,31.5,"Microgravette_point","Lower Austria",1,-0.030720691, 0.133156594
"Willendorf5_01_20",246,"Willendorf5", 4,26, 6.5,  91,79, 60,151,5,4,16.2,62,10.6,40,0.7, 3.8, 94, 0.3,  6, 14.7, 47, 0.2,-0.7,1.905483,31.5,"Retouched_blade","Lower Austria",1, 0.054530216, 0.095391403
"Willendorf6_01_03",247,"Willendorf6", 7,59, 8.4, 366,70,130,281,4,2,21.0,35,38.4,65,1.8, 6.5, 93, 1.5, 20,  4.5, 32, 0.3, 0.0,1.926884,30.5,"Microgravette_point","Lower Austria",2,-0.320120871,-0.295455240
"Willendorf6_01_05",248,"Willendorf6", 6,36, 6.0, 180,64, 82,219,2,2,12.7,35,23.7,65,1.9, 1.6, 26, 5.1, 84,  0.3, 41,-0.1,-0.6,1.916812,30.5,"Bifacial_point","Lower Austria",2,-0.177588197,-0.036515680
"Willendorf6_01_06",249,"Willendorf6", 6,29, 4.8, 151,83, 67,225,4,1, 3.8,13,25.3,87,6.6, 4.4, 72, 2.4, 40,  1.8, 37, 0.3,-1.9,2.007098,30.5,"Blade_with_Aurignacian_retouch","Lower Austria",2, 0.232352923,-0.066293949
"Willendorf6_01_09",250,"Willendorf6", 7,37, 5.3, 198,65, 85,232,2,2,14.2,38,23.5,63,1.6, 1.4, 19, 5.8, 83,  0.2, 43,-0.2,-0.6,1.920466,30.5,"Blade_with_endretouch","Lower Austria",2,-0.134844502,-0.081112203
"Willendorf6_01_12",251,"Willendorf6", 9,64, 7.1, 418,70,147,284,2,4,38.8,60,25.7,40,0.7, 3.1, 33, 6.0, 66,  0.5, 37,-0.2, 0.2,1.930960,30.5,"Pointed_blade","Lower Austria",2,-0.326707268,-0.419405134
"Willendorf7_01_03",252,"Willendorf7", 4,33, 8.2, 122,71, 73,167,2,2,12.5,37,20.7,62,1.7, 1.9, 47, 2.9, 73,  0.7, 35,-0.1,-0.2,1.912157,30.0,"Retouched_blade","Lower Austria",1,-0.229410496, 0.084087620
"Willendorf7_01_08",253,"Willendorf7", 4,27, 6.8,  95,72, 61,155,4,2,10.2,37,17.0,62,1.7, 3.5, 88, 1.3, 32,  2.7, 38, 0.3,-0.6,1.910144,30.0,"Microgravette_point","Lower Austria",1,-0.037425939, 0.126494943
"Willendorf7_01_10",254,"Willendorf7", 4,32, 8.0, 127,73, 75,169,4,3,17.5,54,15.2,47,0.9, 3.6, 90, 1.3, 32,  2.8, 46, 0.1, 0.0,1.916392,30.0,"Point_on_mousterian_flake","Lower Austria",1,-0.158680026, 0.095712670
"Willendorf7_01_17",255,"Willendorf7", 3,26, 8.7,  85,72, 63,134,4,2, 8.0,30,18.9,72,2.4, 2.8, 94, 1.1, 37,  2.5, 34, 0.2,-0.4,1.894366,30.0,"Pointed_blade","Lower Austria",1,-0.187806628, 0.167016792
"Willendorf8_01_03",256,"Willendorf8", 2,16, 8.0,  31,74, 36, 86,2,3, 7.5,47, 8.8,55,1.2, 1.2, 58, 1.6, 77,  0.7, 44,-0.4,-0.5,1.846372,29.6,"Retouched_bladelet","Lower Austria",1,-0.159922005, 0.290456803
"Willendorf8_01_17",257,"Willendorf8", 5,19, 3.8,  79,73, 48,164,5,3, 8.3,43,10.9,57,1.3, 4.9, 98, 0.8, 15,  6.3, 48, 0.5,-1.0,1.961324,29.6,"Microlith","Lower Austria",1, 0.258100159, 0.153543122
"Willendorf8_01_18",258,"Willendorf8", 5,38, 7.6, 177,77, 89,198,3,3,16.5,43,22.3,58,1.4, 2.9, 57, 2.9, 57,  1.0, 44, 0.0, 0.1,1.893169,29.6,"Microlith","Lower Austria",1,-0.131225147,-0.003696106
"Willendorf8_01_26",259,"Willendorf8", 7,33, 4.7, 177,70, 80,221,5,2,13.0,39,20.3,61,1.6, 6.4, 90, 0.8, 11,  8.2, 43, 0.1,-0.6,1.866827,29.6,"Retouched_blade","Lower Austria",1, 0.014145563,-0.040228799
"Willendorf9_01_06",260,"Willendorf9",11,53, 4.8, 483,64,127,380,3,2,14.8,27,39.0,73,2.6, 3.7, 34, 7.7, 70,  0.5, 38,-0.1,-2.5,1.982717,29.1,"Shouldered_point","Lower Austria",2,-0.192106201,-0.530439063
"Willendorf9_01_12",261,"Willendorf9", 6,47, 7.8, 230,70,104,221,3,2,18.5,39,28.9,61,1.6, 3.6, 60, 2.7, 45,  1.3, 32,-0.1,-0.3,1.946318,29.1,"Atypical_shouldered_point","Lower Austria",1,-0.274619871,-0.124966247
"Willendorf9_01_15",262,"Willendorf9",11,30, 2.7, 235,67, 75,313,3,3,14.3,47,15.9,53,1.1, 6.1, 55, 5.1, 46,  1.2, 60, 0.5,-1.5,1.936244,29.1,"Retouched_blade","Lower Austria",1, 0.198277941,-0.156275749
"Willendorf9_01_18",263,"Willendorf9", 9,39, 4.3, 268,67, 91,294,3,4,27.3,69,12.0,30,0.4, 5.1, 56, 4.8, 53,  1.1, 58,-0.2, 0.0,1.932452,29.1,"Retouched_blade","Lower Austria",1,-0.041525307,-0.122930963
"Willendorf9_01_21",264,"Willendorf9",11,42, 3.8, 380,69,101,376,2,4,30.1,71,11.9,28,0.4, 5.0, 45, 6.4, 57,  0.8, 77, 0.3,-1.1,1.972237,29.1,"Atypical_shouldered_point","Lower Austria",1, 0.067567373,-0.300451140
"Willendorf9_01_25",265,"Willendorf9", 8,30, 3.8, 191,68, 73,261,4,3,13.2,43,17.6,58,1.3, 6.1, 76, 2.3, 28,  2.7, 59, 0.2,-0.3,1.913402,29.1,"Microlith","Lower Austria",1, 0.098132388,-0.006191403
"Willendorf9_01_27",266,"Willendorf9", 2,16, 8.0,  32,58, 36, 88,3,3, 6.9,43, 9.1,56,1.3, 1.6, 79, 1.4, 68,  1.2, 28,-0.1,-1.0,1.908708,29.1,"Point_on_flake","Lower Austria",1,-0.299295686, 0.304009385
"Willendorf9_01_30",267,"Willendorf9",11,45, 4.1, 391,75,108,362,4,2,15.7,34,29.7,65,1.9, 6.8, 61, 4.4, 40,  1.5, 49, 0.2,-1.6,1.948293,29.1,"Retouched_crested_blade","Lower Austria",1, 0.077127984,-0.378982075
