ID,site,typology,reference,ka_cal_BP,region,long,lat
Willendorf9_01_14,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_15,Willendorf9,Retouched_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_16,Willendorf9,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_17,Willendorf9,atypical_shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_18,Willendorf9,Retouched_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_19,Willendorf9,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_20,Willendorf9,Blade_with_endretouch,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_21,Willendorf9,Atypical_shouldered_point,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_22,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_23,Willendorf9,Flechette,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_24,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_25,Willendorf9,Microlith,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_26,Willendorf9,Microlith,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_27,Willendorf9,Point_on_flake,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_28,Willendorf9,Flechette,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_29,Willendorf9,Point_on_flake,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_30,Willendorf9,Retouched_crested_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_31,Willendorf9,atypical_Mousterian_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_32,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_33,Willendorf9,Retouched_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_34,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
